Company Name,High,Low,Last Price,Prv Close,Change,% Gain,API
Oriental Bank,297.50,286.45,295.40,289.70,5.70,1.98,/india/stockpricequote/banks-publicsector/orientalbankcommerce/OBC 
Butterfly,290,260.30,272.50,267.25,5.25,1.97,/india/stockpricequote/domesticappliances/butterflygandhimathiappliances/GA 
NTPC,146.30,142.50,145.90,143.10,2.80,1.96,/india/stockpricequote/power-generationdistribution/ntpc/NTP 
Nectar Life,39.70,37.50,39,38.25,0.75,1.96,/india/stockpricequote/pharmaceuticals/nectarlifesciences/NL01 
Sundram,198.50,190.45,194.65,190.95,3.70,1.96,/india/stockpricequote/fasteners/sundramfasteners/SF23 
Tara Jewels,95.45,91.60,94.65,92.85,1.80,1.94,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/tarajewels/TJ01 
SREI Infra,44.90,43.30,44.60,43.75,0.85,1.94,/india/stockpricequote/finance-leasinghirepurchase/sreiinfrastructurefinance/SRE02 
Everonn Edu,43.75,41.15,42.05,41.25,0.80,1.94,/india/stockpricequote/computers-software-training/everonneducation/EE05 
Pennar Inds,62.60,59.40,60.65,59.50,1.15,1.94,/india/stockpricequote/steel-crhrstrips/pennarindustries/PI28 
Panasonic App,264,256,263.10,258.15,4.95,1.93,/india/stockpricequote/domesticappliances/panasonicappliancesindiacompany/PHA01 
Gabriel India,96.75,92.05,95.65,93.85,1.80,1.92,/india/stockpricequote/autoancillaries/gabrielindia/GI02 
JagranPrakashan,138.80,134,136.70,134.15,2.55,1.92,/india/stockpricequote/mediaentertainment/jagranprakashan/JP12 
Dabur India,236,226.75,235.75,231.35,4.40,1.90,/india/stockpricequote/personalcare/daburindia/DI 
Abbott India,3331.35,3199.65,3295.70,3234.35,61.35,1.90,/india/stockpricequote/pharmaceuticals/abbottindia/AI51 
Birla Gold ETF,2535,2502,2529.95,2482.70,47.25,1.90,/india/stockpricequote/finance-investments/birlasunlifegoldetf/BSL02 
Ahmednagar Forg,461.25,440.20,458.55,450,8.55,1.90,/india/stockpricequote/castingsforgings/ahmednagarforgings/AF01 
Savita Oil Tech,709.90,675,694.75,681.85,12.90,1.90,/india/stockpricequote/petrochemicals/savitaoiltechnologies/SOT01 
Mangalam Cement,320,309.05,315.65,309.80,5.85,1.89,/india/stockpricequote/cement-major/mangalamcement/MC03 
Union Bank,222.50,214.20,220.95,216.90,4.05,1.89,/india/stockpricequote/banks-publicsector/unionbankindia/UBI01 
Lakshmi Mills,2131,2076,2131,2092,39,1.87,/india/stockpricequote/textiles-compositemills/lakshmimillscompany/LMC 
Salora Inter,43.85,42,43.70,42.90,0.80,1.86,/india/stockpricequote/consumergoods-electronic/salorainternational/SI24 
Ambika Cotton,489,468.40,483.75,474.95,8.80,1.86,/india/stockpricequote/textiles-spinning-cottonblended/ambikacottonmills/ACM04 
Power Grid Corp,147.05,143.70,146.75,144.10,2.65,1.85,/india/stockpricequote/power-generationdistribution/powergridcorporationindia/PGC 
Hind Copper,82.20,78.95,80.55,79.10,1.45,1.84,/india/stockpricequote/metals-nonferrous/hindustancopper/HC07 
Trigyn Tech,49.40,46,47.25,46.40,0.85,1.83,/india/stockpricequote/computers-softwaremediumsmall/trigyntechnologies/TT08 
Alembic Pharma,461.90,448.95,455.50,447.35,8.15,1.83,/india/stockpricequote/pharmaceuticals/alembicpharmaceuticals/AP35 
Jyoti Structure,43.30,41,42.30,41.55,0.75,1.82,/india/stockpricequote/power-transmissionequipment/jyotistructures/JS03 
Bajaj Hind,22.70,21.80,22.50,22.10,0.40,1.81,/india/stockpricequote/sugar/bajajhindusthan/BH06 
Astra Microwave,122.70,117,120.80,118.65,2.15,1.81,/india/stockpricequote/telecommunications-equipment/astramicrowaveproducts/AMP01 
Kalyani Steels,169.60,165.05,168.20,165.25,2.95,1.81,/india/stockpricequote/steel-rolling/kalyanisteels/KS01 
Arvind,289,279.30,287.10,282.05,5.05,1.79,/india/stockpricequote/textiles-denim/arvind/A18 
IDFC,158.80,153.90,157.40,154.65,2.75,1.79,/india/stockpricequote/finance-termlendinginstitutions/idfc/IDF 
Kesar Terminals,410,390.05,399.50,392.50,7,1.78,/india/stockpricequote/miscellaneous/kesarterminalsinfrastructure/KTI04 
Hercules Hoists,193,186.60,191.10,187.80,3.30,1.78,/india/stockpricequote/engineering/herculeshoists/HH01 
Ajanta Pharma,2175,2100.05,2154.30,2117.10,37.20,1.76,/india/stockpricequote/pharmaceuticals/ajantapharma/AP22 
Eimco Elecon,357.95,339.90,350,344,6,1.76,/india/stockpricequote/engineering-heavy/eimcoelecon(india)/EEI 
FDC,157.90,151.10,154.90,152.25,2.65,1.74,/india/stockpricequote/pharmaceuticals/fdc/FDC 
Jocil,131.10,126,128.40,126.20,2.20,1.74,/india/stockpricequote/miscellaneous/jocil/J01 
Bajaj Corp,295,282,289.50,284.65,4.85,1.74,/india/stockpricequote/personalcare/bajajcorp/BC02 
Godfrey Phillip,3064.95,2992,3033.40,2982.60,50.80,1.70,/india/stockpricequote/cigarettes/godfreyphillipsindia/GPI 
CPSE ETF,25.95,25.25,25.86,25.43,0.43,1.70,/india/stockpricequote/finance-investments/goldmansachsmutualfund-cpseetf/CPS01 
Escorts,150.50,145.90,148.80,146.35,2.45,1.69,/india/stockpricequote/auto-tractors/escorts/E 
Goldman BEES,2439,2416.05,2430.40,2390.45,39.95,1.67,/india/stockpricequote/banks-privatesector/goldmansachsgoldexchangetradedscheme/GBE 
Reliance Power,73.40,71.50,73.10,71.90,1.20,1.67,/india/stockpricequote/power-generationdistribution/reliancepower/RP 
Gyscoal Alloys,40.80,37.10,39.80,39.15,0.65,1.67,/india/stockpricequote/steel-spongeiron/gyscoalalloys/GA01 
Reliance,987.55,966,985.20,969.15,16.05,1.66,/india/stockpricequote/refineries/relianceindustries/RI 
Indian Bank,186,179.30,184.25,181.25,3,1.66,/india/stockpricequote/banks-publicsector/indianbank/IB04 
Ashok Leyland,55.60,54,55.30,54.40,0.90,1.66,/india/stockpricequote/auto-lcvshcvs/ashokleyland/AL 
Fert and Chem,34.50,33.30,33.80,33.25,0.55,1.65,/india/stockpricequote/fertilisers/fertiliserschemicalstravancore/FCT 
Electrosteel,21.75,20.90,21.50,21.15,0.35,1.65,/india/stockpricequote/castingsforgings/electrosteelcastings/EC02 
Ind Motor Parts,759,719,751.85,739.80,12.05,1.65,/india/stockpricequote/trading/indiamotorpartsaccessories/IMP03 
Sunil HitechEng,193.35,181.45,184,181.05,2.95,1.63,/india/stockpricequote/power-transmissionequipment/sunilhitechengineers/SHE 
TTK Prestige,3920,3712.20,3808.10,3747.40,60.70,1.63,/india/stockpricequote/domesticappliances/ttkprestige/TTK02 
Tribhovandas,163.80,156.70,161.25,158.70,2.55,1.62,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/tribhovandasbhimjizaveri/TBZ 
Alkali Metals,23,21,22.25,21.90,0.35,1.61,/india/stockpricequote/chemicals/alkalimetals/AM11 
Rel Ind Infra,534,519.50,529.25,520.90,8.35,1.60,/india/stockpricequote/infrastructure-general/relianceindustrialinfrastructure/RII 
Himadri Chem,28.95,28,28.55,28.10,0.45,1.60,/india/stockpricequote/chemicals/himadrichemicalsindustries/HCI01 
Tourism Finance,48.95,45.60,47.50,46.75,0.75,1.60,/india/stockpricequote/finance-termlendinginstitutions/tourismfinancecorpindia/TFC 
KEC Intl,99.30,94.70,98.50,96.95,1.55,1.60,/india/stockpricequote/power-transmissionequipment/kecinternational/KEC04 
UTI - Gold,2499,2411.10,2419.60,2381.85,37.75,1.60,/india/stockpricequote/banks-publicsector/utigoldexchangetradedfund/UTI18 
Bank of Mah,45.50,44.15,45.20,44.50,0.70,1.58,/india/stockpricequote/banks-publicsector/bankmaharashtra/BM05 
Morarjee Text,50.50,46.55,48.90,48.15,0.75,1.57,/india/stockpricequote/textiles-spinning-cottonblended/morarjeetextiles/MT12 
Bharat Elec,2299.70,2245.45,2280.45,2245.40,35.05,1.56,/india/stockpricequote/electricals/bharatelectronics/BE03 
Century,593.90,574.45,584.25,575.25,9,1.56,/india/stockpricequote/diversified/centurytextilesindustries/CTI 
Dishman Pharma,144.45,140,141.15,139,2.15,1.56,/india/stockpricequote/pharmaceuticals/dishmanpharmaceuticalschemicals/DPC02 
PanasonicCarbon,269.80,257.60,263.65,259.65,4,1.55,/india/stockpricequote/electrodesgraphite/panasoniccarbonindia/PCI04 
SRF,859.85,826,850.55,837.65,12.90,1.54,/india/stockpricequote/textiles-manmade/srf/SRF 
Bajaj Finserv,1070,1025,1049.25,1033.55,15.70,1.54,/india/stockpricequote/finance-investments/bajajfinserv/BF04 
Mindtree,1149,1111.55,1142.35,1125.35,17,1.52,/india/stockpricequote/computers-software/mindtree/MT13 
BSL,36.50,33,33.90,33.40,0.50,1.51,/india/stockpricequote/textiles-weaving/bsl/BSL 
Talbros Auto,109.80,104,108.15,106.55,1.60,1.50,/india/stockpricequote/autoancillaries/talbrosautomotivecomponents/TAC 
Educomp Sol,32.70,29.15,30.65,30.20,0.45,1.50,/india/stockpricequote/computers-software-training/educompsolutions/ES8 
Kirl Electric,31,28.90,30.65,30.20,0.45,1.49,/india/stockpricequote/electricequipment/kirloskarelectricco/KEC02 
Sangam India,84.40,81,82.55,81.35,1.20,1.49,/india/stockpricequote/textiles-spinning-syntheticblended/sangam(india)/SI03 
Thirumalai Chem,108.30,104.50,106.35,104.80,1.55,1.48,/india/stockpricequote/chemicals/thirumalaichemicals/TC07 
IG Petro,65,55,61.85,60.95,0.90,1.48,/india/stockpricequote/chemicals/igpetrochemicals/IGP 
Supreme Ind,596.90,579.70,591.50,582.95,8.55,1.48,/india/stockpricequote/plastics/supremeindustries/SI48 
SJVN,24.35,23.85,24.15,23.80,0.35,1.47,/india/stockpricequote/power-generationdistribution/sjvn/S11 
Ramco Cements,355,346,353.95,348.90,5.05,1.47,/india/stockpricequote/cement-major/theramcocements/MC 
Orient Press,105.70,99.05,105.50,104,1.50,1.45,/india/stockpricequote/printingstationery/orientpress/OP02 
JSW Holdings,963,927,952.75,939.35,13.40,1.44,/india/stockpricequote/finance-investments/jswholdings/JSW 
IFCI,39.35,37.95,39.15,38.60,0.55,1.43,/india/stockpricequote/finance-termlendinginstitutions/ifci/IFC02 
Hinduja Found,50,50,50,49.30,0.70,1.42,/india/stockpricequote/castingsforgings/hindujafoundries/HF10 
Tata Comm,446.50,434.55,442.15,436,6.15,1.42,/india/stockpricequote/telecommunications-service/tatacommunications/TC17 
Microsec Fin,83.50,77.15,80.35,79.25,1.10,1.41,/india/stockpricequote/finance-general/microsecfinancialservices/MFS 
Hatsun Agro,316.80,285,313.05,308.75,4.30,1.39,/india/stockpricequote/foodprocessing/hatsunagroproducts/HAP 
J. K. Cement,679.80,662.70,668.70,659.55,9.15,1.39,/india/stockpricequote/cement-major/jkcement/JKC03 
STC India,206.45,199,202.50,199.75,2.75,1.39,/india/stockpricequote/trading/statetradingcorporationindia/STC 
Birla Nifty ETF,83.99,82.15,83.34,82.21,1.13,1.38,/india/stockpricequote/finance-investments/birlasunlifeniftyetf/BSL03 
Alphageo,522,491.15,507.70,500.85,6.85,1.37,/india/stockpricequote/oildrillingandexploration/alphageo(india)/AI10 
HFCL,22.95,21.65,22.40,22.10,0.30,1.37,/india/stockpricequote/telecommunications-equipment/himachalfuturisticcommunication/HFC 
Kanoria Chem,41.30,39.90,40.90,40.35,0.55,1.36,/india/stockpricequote/chemicals/kanoriachemicalsindustries/KCI01 
Sasken Comm,257.90,248.90,252,248.65,3.35,1.36,/india/stockpricequote/computers-software/saskencommunicationtechnologies/SCT01 
Kotak Mahindra,1115.70,1040.50,1108.10,1093.50,14.60,1.35,/india/stockpricequote/banks-privatesector/kotakmahindrabank/KMB 
BHEL,250.75,240.70,249.15,245.85,3.30,1.34,/india/stockpricequote/infrastructure-general/bharatheavyelectricals/BHE 
Rallis India,226.75,220.50,225.20,222.25,2.95,1.34,/india/stockpricequote/pesticidesagrochemicals/rallisindia/RI03 
Marksans Pharma,62.70,58.50,60.90,60.10,0.80,1.33,/india/stockpricequote/pharmaceuticals/marksanspharma/MP21 
DB Corp,361.40,350.35,360.05,355.35,4.70,1.33,/india/stockpricequote/mediaentertainment/dbcorp/C13 
Hitech Plast,120.65,114.60,118.85,117.30,1.55,1.32,/india/stockpricequote/plastics/hitechplast/HP08 
Opto Circuits,23.70,22.70,23.10,22.80,0.30,1.32,/india/stockpricequote/hospitalsmedicalservices/optocircuitsindia/OCI01 
Balrampur Chini,67,63.25,65.15,64.30,0.85,1.32,/india/stockpricequote/sugar/balrampurchinimills/BCM 
Just Dial,1525,1490,1509.75,1490.10,19.65,1.32,/india/stockpricequote/miscellaneous/justdial/JD 
Zee Media,23.80,22.75,23.05,22.75,0.30,1.32,/india/stockpricequote/mediaentertainment/zeemediacorporation/ZN 
Amarjothi Spin,76.50,74.05,76.50,75.50,1,1.32,/india/stockpricequote/textiles-spinning-cottonblended/amarjothispinningmills/ASM01 
Indian Hotels,109.55,105.85,108.25,106.85,1.40,1.32,/india/stockpricequote/hotels/indianhotelscompany/IHC 
Bajaj Holdings,1439.70,1398.05,1422.85,1404.45,18.40,1.31,/india/stockpricequote/finance-investments/bajajholdingsinvestment/BHI 
Rane Brake,296,280,295.15,291.35,3.80,1.31,/india/stockpricequote/autoancillaries/ranebrakelinings/RBL01 
Vardhman Text,422.40,412.25,421.40,416,5.40,1.30,/india/stockpricequote/textiles-spinning-cottonblended/vardhmantextiles/VT10 
Bank of India,289.95,283,288.65,285,3.65,1.30,/india/stockpricequote/banks-publicsector/bankofindia/BOI 
JK Paper,31.85,31.05,31.80,31.40,0.40,1.28,/india/stockpricequote/paper/jkpaper/JKP01 
Allahabad Bank,121.80,118.20,120.95,119.45,1.50,1.27,/india/stockpricequote/banks-publicsector/allahabadbank/AB15 
Sintex Ind,96.50,93,96.15,94.95,1.20,1.26,/india/stockpricequote/diversified/sintexindustries/SI27 
Bharti Airtel,395,385.20,393.20,388.35,4.85,1.26,/india/stockpricequote/telecommunications-service/bhartiairtel/BA08 
Dolphin Offshor,193.70,186.70,190.30,187.95,2.35,1.25,/india/stockpricequote/oildrillingandexploration/dolphinoffshoreenterprises(i)/DOE 
Karnataka Bank,140.90,136.05,138.90,137.20,1.70,1.25,/india/stockpricequote/banks-privatesector/karnatakabank/KB04 
HEG,281.20,269.95,277.30,273.90,3.40,1.24,/india/stockpricequote/electrodesgraphite/heg/HEG 
Capital First,365.50,356.15,361.90,357.45,4.45,1.24,/india/stockpricequote/finance-general/capitalfirst/FCH 
Thermax,1093.70,1043,1062.10,1049.15,12.95,1.24,/india/stockpricequote/infrastructure-general/thermax/T 
Dredging Corp,436.25,417.95,428.35,423.15,5.20,1.23,/india/stockpricequote/miscellaneous/dredgingcorporationindia/DCI 
Zensar Tech,619,595.60,615.55,608.10,7.45,1.23,/india/stockpricequote/computers-software/zensartechnologies/ZT02 
Idea Cellular,165,161.40,164.40,162.40,2,1.23,/india/stockpricequote/telecommunications-service/ideacellular/IC8 
Excel Infoways,25,24.50,24.95,24.65,0.30,1.23,/india/stockpricequote/computers-softwaremediumsmall/excelinfoways/EI07 
Shoppers Stop,519.45,495.05,508,501.90,6.10,1.22,/india/stockpricequote/retail/shoppersstop/SS51 
Britannia,1703.90,1640,1644,1624.30,19.70,1.22,/india/stockpricequote/foodprocessing/britanniaindustries/BI 
Man Infra,25.90,24.85,25.15,24.85,0.30,1.21,/india/stockpricequote/constructioncontracting-civil/maninfraconstruction/MI37 
Punjab & Sind,63.55,61.55,62.95,62.20,0.75,1.21,/india/stockpricequote/banks-publicsector/punjabsindbank/PSB 
Mcleod,246,238.20,245.20,242.30,2.90,1.21,/india/stockpricequote/plantations-teacoffee/mcleodrussel(india)/MRI02 
Bata India,1340.55,1301.40,1329.45,1313.65,15.80,1.20,/india/stockpricequote/leatherproducts/bataindia/BI01 
Castrol,454.60,438.40,447.30,442.05,5.25,1.20,/india/stockpricequote/lubricants/castrolindia/CI01 
Atul Auto,393.90,375,387.20,382.70,4.50,1.19,/india/stockpricequote/auto-23wheelers/atulauto/AA08 
Redington,104.25,101.20,103.90,102.70,1.20,1.18,/india/stockpricequote/computers-hardware/redington(india)/RI37 
P and G,5790,5680.15,5758.20,5691.60,66.60,1.17,/india/stockpricequote/personalcare/proctergamblehygienehealthcare/PGH 
Suryalakshmi Co,115.50,111,113.60,112.30,1.30,1.17,/india/stockpricequote/textiles-spinning-cottonblended/suryalakshmicottonmills/SCM02 
Goldiam Inter,32,28.50,30.90,30.55,0.35,1.16,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/goldiaminternational/GI10 
BharatiShipyard,35.70,34.10,35.10,34.70,0.40,1.15,/india/stockpricequote/shipping/bharatishipyard/BS13 
Asahi India,130,126.90,128.35,126.90,1.45,1.15,/india/stockpricequote/glassglassproducts/asahiindiaglass/AIG01 
GRUH Finance,236.90,232,235.40,232.75,2.65,1.14,/india/stockpricequote/finance-housing/gruhfinance/GRU 
Dhanlaxmi Bank,45,44,44.60,44.10,0.50,1.14,/india/stockpricequote/banks-privatesector/dhanlaxmibank/DB01 
State Bk Travan,475.30,445.60,470.10,464.85,5.25,1.13,/india/stockpricequote/banks-publicsector/statebanktravancore/SBT 
Eros Intl,328.80,312.60,324.60,321,3.60,1.13,/india/stockpricequote/mediaentertainment/erosinternationalmedia/EIM 
Syndicate Bank,129,125.55,127.90,126.50,1.40,1.12,/india/stockpricequote/banks-publicsector/syndicatebank/SB9 
Orient Abrasive,23,22.10,22.80,22.55,0.25,1.11,/india/stockpricequote/abrasives/orientabrasives/OA01 
Tantia Const,23.70,21.90,23.15,22.90,0.25,1.11,/india/stockpricequote/constructioncontracting-civil/tantiaconstructions/TC15 
SML Isuzu,975,938,946.85,936.60,10.25,1.09,/india/stockpricequote/auto-lcvshcvs/smlisuzu/SM 
Oberoi Realty,260,248.25,257.70,254.95,2.75,1.09,/india/stockpricequote/constructioncontracting-realestate/oberoirealty/OR 
Adani Enterpris,500.90,490.75,495.30,490,5.30,1.08,/india/stockpricequote/trading/adanienterprises/AE13 
EID Parry,244.80,234.10,238.10,235.60,2.50,1.08,/india/stockpricequote/sugar/eidparry(india)/EID 
SKF India,1385,1347,1370.95,1356.75,14.20,1.06,/india/stockpricequote/bearings/skfindia/SKF01 
Cords Cable Ind,29.55,27,28.85,28.55,0.30,1.05,/india/stockpricequote/cables-powerothers/cordscableindustries/CCI07 
Dalmia Sugar,24.90,23,24.05,23.80,0.25,1.05,/india/stockpricequote/sugar/dalmiabharatsugarindustries/DCB 
Zee Entertain,382.45,372,380.10,376.15,3.95,1.05,/india/stockpricequote/mediaentertainment/zeeentertainmententerprises/ZEE 
Autoline Ind,92.90,88.55,91.10,90.15,0.95,1.05,/india/stockpricequote/autoancillaries/autolineindustries/AI59 
SKS Microfin,367.70,356.50,363.60,359.85,3.75,1.05,/india/stockpricequote/finance-general/sksmicrofinance/SM11 
IOB,58.90,57.30,58.55,57.95,0.60,1.04,/india/stockpricequote/banks-publicsector/indianoverseasbank/IOB 
Eveready Ind,164.85,155.60,161.50,159.85,1.65,1.04,/india/stockpricequote/drycells/evereadyindustriesindia/EII02 
Jain Irrigation,83.90,81.35,83.10,82.25,0.85,1.03,/india/stockpricequote/plastics/jainirrigationsystems/JIS02 
Cigniti Tech,485,470,482.35,477.45,4.90,1.03,/india/stockpricequote/computers-softwaremediumsmall/cignititechnologies/CI42 
Vinati Organics,429.75,418.10,426.95,422.60,4.35,1.03,/india/stockpricequote/chemicals/vinatiorganics/VO01 
Puravankara,101.40,98,98.45,97.45,1,1.03,/india/stockpricequote/constructioncontracting-realestate/puravankaraprojects/PP01 
Jain Irrig (D),55,53.10,54.30,53.75,0.55,1.03,/india/stockpricequote/plastics/jainirrigationsystems(dvr)/JIS03 
India Glycols,121.60,118.05,120.10,118.90,1.20,1.02,/india/stockpricequote/chemicals/indiaglycols/IG 
GMR Infra,20.45,19.35,20.30,20.10,0.20,1.01,/india/stockpricequote/infrastructure-general/gmrinfrastructure/GI27 
IFGL Refractory,171,166.35,168.80,167.15,1.65,1,/india/stockpricequote/cement-productsbuildingmaterials/ifglrefractories/IFG 
Honda Siel,905.90,872,901.15,892.35,8.80,0.99,/india/stockpricequote/electricequipment/hondasielpowerproducts/HSP02 
Ahluwalia,159.90,150.15,154.65,153.15,1.50,0.99,/india/stockpricequote/constructioncontracting-civil/ahluwaliacontractsindia/ACI12 
Garware Wall,184,178,181.15,179.40,1.75,0.98,/india/stockpricequote/textiles-general/garwarewallropes/GWR 
Tata Sponge,707,681,693.05,686.30,6.75,0.98,/india/stockpricequote/steel-spongeiron/tataspongeiron/TSI 
Lovable Lingeri,424.90,409.95,413,409,4,0.98,/india/stockpricequote/textiles-readymadeapparels/lovablelingerie/LL04 
Shree Ganesh,26.75,25.50,26.20,25.95,0.25,0.98,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/shreeganeshjewelleryhouse(i)/SGJ 
Dish TV,64.45,61.60,63.70,63.10,0.60,0.96,/india/stockpricequote/mediaentertainment/dishtvindia/DTV 
Kwality,48.25,46.15,47.75,47.30,0.45,0.95,/india/stockpricequote/foodprocessing/kwality/KDI01 
Visagar Polytex,682,665,670.70,664.45,6.25,0.95,/india/stockpricequote/finance-investments/visagarpolytex/VP10 
Vadilal Ind,226.40,211.10,225.70,223.60,2.10,0.94,/india/stockpricequote/foodprocessing/vadilalindustries/VI01 
Swelect Energy,429.05,413.05,419.50,415.65,3.85,0.94,/india/stockpricequote/electricequipment/swelectenergysystems/NPS 
Pfizer,1670,1646,1660.05,1644.90,15.15,0.93,/india/stockpricequote/pharmaceuticals/pfizer/P 
Container Corp,1363.80,1331.85,1355.20,1343,12.20,0.92,/india/stockpricequote/transportlogistics/containercorporationindia/CCI 
RPP Infra Proj,155,139.50,140.75,139.50,1.25,0.91,/india/stockpricequote/constructioncontracting-civil/rppinfraprojects/RIP01 
Hikal,712.95,694.95,706.10,699.85,6.25,0.90,/india/stockpricequote/pharmaceuticals/hikal/H05 
Tide Water Oil,16275,15338.70,16011.45,15869.45,142,0.89,/india/stockpricequote/lubricants/tidewateroil/TWO 
Pearl Global In,227,221.20,224.20,222.25,1.95,0.89,/india/stockpricequote/textiles-readymadeapparels/pearlglobalindustries/HPF01 
National Steel,23.40,21.70,22.90,22.70,0.20,0.88,/india/stockpricequote/steel-gpgcsheets/nationalsteelagroindustries/NSA02 
Vaibhav Global,750,736,742.10,735.65,6.45,0.88,/india/stockpricequote/miscellaneous/vaibhavglobal/VG02 
Foseco India,1083,992.05,1030.10,1021.15,8.95,0.88,/india/stockpricequote/chemicals/fosecoindia/FI12 
JUNIOR BEES,186.90,182.65,186.01,184.40,1.61,0.88,/india/stockpricequote/finance-investments/goldmansachsniftyjuniorexchangetradedscheme/BMF04 
Motherson Sumi,432.15,420.25,428.30,424.65,3.65,0.87,/india/stockpricequote/autoancillaries/mothersonsumisystems/MSS01 
Delta Corp,101.30,97.10,100,99.15,0.85,0.86,/india/stockpricequote/finance-general/deltacorp/DC11 
Monsanto India,2960.30,2865,2899.45,2875.05,24.40,0.86,/india/stockpricequote/pesticidesagrochemicals/monsantoindia/MI39 
JB Chemicals,221,215.65,219.90,218.05,1.85,0.85,/india/stockpricequote/pharmaceuticals/jbchemicalspharmaceuticals/JBC01 
NBCC,795,766,781.15,774.55,6.60,0.85,/india/stockpricequote/infrastructure-general/nationalbuildingsconstructioncorporation/NBC01 
Shriram Trans,1069.90,1038.35,1051.90,1043.10,8.80,0.85,/india/stockpricequote/finance-leasinghirepurchase/shriramtransportfinancecorporation/STF 
RS Software,629.90,605.95,617.10,611.95,5.15,0.84,/india/stockpricequote/computers-softwaremediumsmall/rssoftware(india)/RSS 
Binani Ind,115.90,112.05,113.65,112.70,0.95,0.84,/india/stockpricequote/glassglassproducts/binaniindustries/BI10 
Atlas Cycles,272.50,262.10,269.05,266.80,2.25,0.84,/india/stockpricequote/miscellaneous/atlascycleindustries/ACI08 
Supreme Tex,24.85,22.55,23.90,23.70,0.20,0.84,/india/stockpricequote/textiles-spinning-cottonblended/supremetexmart/STM03 
JMC Projects,160.85,153.05,158.25,156.95,1.30,0.84,/india/stockpricequote/constructioncontracting-civil/jmcprojects(india)/JMC 
Rolta,116.60,110,114.75,113.80,0.95,0.83,/india/stockpricequote/computers-software/roltaindia/RI15 
Aro Granite,87.35,84.65,85.10,84.40,0.70,0.83,/india/stockpricequote/ceramicsgranite/arograniteindustries/AGI01 
MRF,32770,32210,32621.20,32355.25,265.95,0.83,/india/stockpricequote/tyres/mrf/MRF 
ONGC,399.10,391.55,396.45,393.25,3.20,0.82,/india/stockpricequote/oildrillingandexploration/oilnaturalgascorporation/ONG 
INFRA BEES,336.28,327,331.99,329.31,2.68,0.81,/india/stockpricequote/finance-investments/goldmansachsinfrastructureets/IBE 
Exide Ind,163,160.55,162.30,161,1.30,0.81,/india/stockpricequote/autoancillaries/exideindustries/EI 
Gujarat Apollo,120.25,117.05,119.85,118.90,0.95,0.81,/india/stockpricequote/engineering-heavy/gujaratapolloindustries/GAI03 
Hydro SandS Ind,255,240,249.25,247.30,1.95,0.80,/india/stockpricequote/plastics/hydrossindustries/HSS 
Titan Company,379.85,371.15,377.60,374.65,2.95,0.79,/india/stockpricequote/miscellaneous/titancompany/TI01 
Kernex Micro,65,62.20,64.30,63.80,0.50,0.79,/india/stockpricequote/computers-softwaremediumsmall/kernexmicrosystems(india)/KMI 
Mahindra CIE,232.40,222.05,227.35,225.60,1.75,0.78,/india/stockpricequote/castingsforgings/mahindracieautomotive/MF19 
Edelweiss,59.45,57.70,58.60,58.15,0.45,0.78,/india/stockpricequote/finance-general/edelweissfinancialservices/EC01 
EngineersInd,229.85,223.05,227.65,225.90,1.75,0.77,/india/stockpricequote/infrastructure-general/engineersindia/EI14 
Onelife Capital,183,171,171.85,170.55,1.30,0.77,/india/stockpricequote/finance-investments/onelifecapitaladvisors/OCA 
Hinduja Venture,332.65,325.40,330.85,328.35,2.50,0.76,/india/stockpricequote/computers-software/hindujaventures/HV 
DB Realty,75.90,71.20,74.20,73.65,0.55,0.76,/india/stockpricequote/constructioncontracting-realestate/dbrealty/DR 
Kansai Nerolac,1928.50,1905.20,1914.95,1900.70,14.25,0.75,/india/stockpricequote/paintsvarnishes/kansainerolacpaints/KNP 
IIFL NIFTY ETF,880,851.10,861.41,855,6.41,0.75,/india/stockpricequote/finance-investments/iiflmutualfund-iiflniftyetf/IIF 
Swaraj Engines,966.95,940,955.70,948.60,7.10,0.75,/india/stockpricequote/engines/swarajengines/SE 
Shree Cements,9221.90,9100,9162.70,9094.15,68.55,0.75,/india/stockpricequote/cement-major/shreecements/SC12 
Atul,1372.45,1330,1354.85,1344.90,9.95,0.75,/india/stockpricequote/dyespigments/atul/A06 
Texmaco Infra,49.40,47.30,47.80,47.45,0.35,0.74,/india/stockpricequote/infrastructure-general/texmacoinfrastructureholdings/T02 
Petronet LNG,199.70,196.25,198.60,197.15,1.45,0.74,/india/stockpricequote/oildrillingandexploration/petronetlng/PLN 
INOX Leisure,191,185,188.45,187.10,1.35,0.74,/india/stockpricequote/mediaentertainment/inoxleisure/INO01 
Ingersoll Rand,924,900.55,914.35,907.85,6.50,0.72,/india/stockpricequote/compressors/ingersollrand(india)/IRI01 
Khaitan Elec,64.90,58,64.45,64,0.45,0.72,/india/stockpricequote/domesticappliances/khaitanelectricals/KE02 
Logix Micro,22,20.65,21.85,21.70,0.15,0.70,/india/stockpricequote/computers-softwaremediumsmall/logixmicrosystems/LM02 
OCL India,308.05,299,304.55,302.45,2.10,0.69,/india/stockpricequote/cement-major/oclindia/OCL 
3M India,6740,6599.95,6648.65,6603,45.65,0.69,/india/stockpricequote/diversified/3mindia/MI42 
